doi,title,abstract
10.23943/princeton/9780691167190.003.0003,The Change in the Philosophical Situation Brought about by the Reformation: Paracelsus’s New Natural Philosophy and the “No” in Jakob Böhme’s God,"This chapter examines the thoughts of natural philosopher Theophrastus Bombastus of Hohenheim, called Paracelsus (1493–1541), and Jakob Böhme (1575–1624). Like most of the innovative ideas of the sixteenth century, Paracelsus's philosophical-scientific ideas belong to the time of fermentation between the collapse of Scholastic science and the emergence of the new science in the seventeenth century. The polemic against traditional medicine, especially the humoral pathology that derived from books rather than from direct experience, is conducted in a churlish manner reminiscent of Luther and with bombastic self-praise. Böhme is considered first epoch-making German philosopher of the modern period. He was a cobbler who had had experienced mystical visions and wanted to provide a deeper foundation for his traditional Lutheran piety (inspired by the Bible) through a philosophical account of the development of God, nature, and redemption through Christ."
10.23943/princeton/9780691175768.003.0009,The Epistemologia Imaginabilis in Eighteenth-Century Science and Philosophy,"This chapter examines the change in science's image and the revelation of the philosophers of science's so-called epistemologia imaginabilis in the context of eighteenth-century science and philosophy. Many eminent scholars, from Thomas Hobbes to Denis Diderot, have engaged in the epistemological debate over extending the methods of the natural sciences to the study of human experience. The idea of the unity of knowledge across all disciplines on the basis of scientific methodology reached its peak with Immanuel Kant. Among the great historians, Marc Bloch was the one who best understood the role that a radically new conception of science could play in redefining and reviving the legitimacy of historical knowledge. The chapter considers the intense intellectual debate between historians of science and philosophers of science on the foundations of knowledge and how modern science acquired definitive legitimacy as a new form of knowledge over the course of the eighteenth century."
10.20944/preprints201812.0110.v1,<span>Concordant and Discordant Construct-Context Dualities as a Framework for Understanding the Choice of Vocational Educational Philosophy of Booker T. Washington</span>,"This paper explores the rationale behind Booker T. Washington&amp;rsquo;s vocationalist philosophy of education for the then recently emancipated black population.&amp;nbsp; Through the use of a critical thinking framework, an analysis of remarks from key speeches and his life according to scholars providing Washington&amp;rsquo;s prescriptive argument and rhetoric is undertaken. Despite Washington&amp;rsquo;s intentions, the argument for his vocational approach is demonstrated to be oppressive, myopic, and circular in its logic.&amp;nbsp; The author proposes a framework for understanding the counterintuitive development of vocationalist philosophy based on the dichotomous nature of the human experience&amp;rsquo;s value-construct and context misalignment.&amp;nbsp; Concordant or discordant dualities that result from misalignment are explained and how to reconcile Washington&amp;rsquo;s Vocationalism with opposing the philosophy of W.E.B. Du Bois due to equivalence or consistency of values with theoretical constructs is also discussed."
10.1017/s0031819100050014,The Question of African Philosophy,"Philosophy in Africa has for more than a decade now been dominated by the discussion of one compound question, namely, is there an African philosophy, and if there is, what is it? The first part of the question has generally been unhesitatingly answered in the affirmative. Dispute has been primarily over the second part of the question as various specimens of African philosophy presented do not seem to pass muster. Those of us who refuse to accept certain specimens as philosophy have generally been rather illogically said also to deny an affirmative answer to the first part of the question. In a paper presented at the International Symposium in Memory of Dr William Amo, the Ghanaian philosopher who taught in German universities in the early part of the eighteenth century, Professor Odera Oruka identified four trends, perhaps more appropriately approaches, in current African philosophy."
10.7551/mitpress/9780262035668.001.0001,"Philosophy, Technology, and the Environment","Environmental philosophy and philosophy of technology have taken divergent paths despite their common interest in examining human modification of the natural world. Yet philosophers from each field have a lot to contribute to the other. Environmental issues inevitably involve technologies, and technologies inevitably have environmental impacts. In this book, prominent scholars from both fields illuminate the intersections of environmental philosophy and philosophy of technology, offering the beginnings of a rich new hybrid discourse. All the contributors share the intuition that technology and the environment overlap in ways that are relevant in both philosophical and practical terms. They consider such issues as the limits of technological interventions in the natural world, whether a concern for the environment can be designed into things, how consumerism relates us to artifacts and environments, and how food and animal agriculture raise questions about both culture and nature. They discuss, among other topics, the pessimism and dystopianism shared by environmentalists, environmental philosophers, and philosophers of technology; the ethics of geoengineering and climate change; the biological analogy at the heart of industrial ecology; green products and sustainable design; and agriculture as a bridge between technology and the environment."
10.7551/mitpress/9780262035095.003.0002,"The Student of Science, Medicine, and Philosophy","By examining McCulloch’s childhood and formative years during the 1920s as a student at Yale University and Columbia University, this chapter outlines the emergence of McCulloch as a transdisciplinary investigator and a man full of paradox. McCulloch majored in philosophy at Yale and minored in psychology, and had a reputation in his graduating class of being unique and boisterous. His poetry from this period used the traditional form of the sonnet yet tackled modern themes such as science, industry, and war. These poems also align McCulloch with an idealism and longing for the “lost world” before World War I. McCulloch was trained in the laboratory culture of experimental neurology, but was also drawn to a brand of psychiatry that understood the diseased mind in terms of flaws in logic. Ultimately, McCulloch’s identities during the early part of his life transcended science, medicine, and philosophy, the hands-on and the abstract, and balanced traditional thinking with iconoclasm."
10.7551/mitpress/9780262034845.003.0001,"Definitions of Rationality in Philosophy, Cognitive Science, and Lay Discourse","Because rationality is an issue across many disciplines, it has acquired many different definitions. This chapter describes definitions of rationality from cognitive science that are amenable to a program of measuring individual differences. Definitions of both epistemic and instrumental rationality are described in terms in terms of axiomatic utility theory and probability theory. It is argued that the wide range of tasks investigated in the heuristics and biases literature captures most aspects of epistemic and instrumental rationality."
10.1017/s0307883311000733,Performance as Philosophy: Responding to the Problem of ‘Application’,"This article begins from the premise that a ‘critical turning point’ has been reached in terms of the relationship between performance and philosophy. Theatre and performance scholars are becoming increasingly engaged in philosophical discourse and there are growing amounts of work that take philosophy – from the work of Plato to Heidegger and Deleuze – as their guiding methodology for performance analysis. However, this article argues that we need to go further in questioning how we use philosophy in relation to performance, and that theatre and performance scholarship should attempt to go beyond merely applying philosophical concepts to performance ‘examples’. One way to do this, the article suggests, is by questioning the very distinction between performance and philosophy, for instance by exploring the idea of performance as philosophy. The article concludes by drawing from the work of figures such as Allan Kaprow, Henri Bergson, François Laruelle and John Mullarkey to argue that philosophers and performance scholars alike might extend their conception of what counts as thinking to include not only activities like performance, but embodied experiences and material processes of all kinds."
10.1039/c8nj02483a,"The Baylis–Hillman reaction: a new continent in organic chemistry – our philosophy, vision and over three decades of research","This mini review describes in brief the way in which our research has contributed towards the development of the Baylis–Hillman reaction as a powerful tool in synthetic chemistry, offering unending opportunities and intellectual challenges to understand and address the present day requirements in the area of organic chemistry."
10.1017/s1479244318000513,AMERICAN DIVIDE: THE MAKING OF “CONTINENTAL” PHILOSOPHY,"The story of Western philosophy in the late twentieth century is, first and foremost, a tale of the discipline's division into two distinct discourses—analytic and Continental philosophy. This article argues that institutional dynamics of American higher education played a decisive role in the creation of this divide. Through quantitative analysis of the hiring and promotion of philosophers, it demonstrates how hierarchies and informal academic networks established boundaries for mainstream American philosophy that excluded modern European thought. Following the end of World War II, as American universities expanded, philosophy departments nearly tripled in size. However, the discipline was dominated by a Brahmin caste of elite departments that hired its own graduates almost exclusively. In this environment, the invidious distinction between the “elite” analytic departments and heterodox departments at the discipline's periphery was mapped onto the styles of philosophy practiced at those schools, and shaped America's reception of “Continental” European philosophy."
10.17768/pbl.y2.n2.p287-307,"MORAL, POLITICS AND METHOD: THE INFLUENCE OF RONALD DWORKIN´S PHILOSOPHY ON THE BRAZILIAN SUPREME COURT","This article analyses the use of Ronald Dworkin’s philosophy by the Brazilian Supreme Court. After the Constitution of 1988, the Supreme Court gained a new and broader role in Brazilian political scene. At this time, the work of Ronald Dworkin (and its Brazilian editions) became popular and served as justification for four of the most important cases on the Supreme Court: the fidelity of Congresist’s members on their Political Party; the permission of embryonic stem cells research; the unconstitutionality of press regulation; and the homosexual civil union. Dworkin’s philosophy is a part of the changing-role of the Supreme Court in Brazil. This article offers a demonstration of the use of this philosopher in this in-progress process. "
10.33195/uochjrs-v1i1382017,An Academic Review of Anton LaVey’s Satanic Philosophy,"Satan has been a changing character for the last 2500 years. For most of its history, the Devil was represented as God’s archenemy, the representation of absolute evil. By the 19th Century, this approach had begun to change with the Romantics, some of whom represented a more heroic character. In the mid-20th Century, in the mist of counter-cultural movements, the figure of Satan was once again apprehended by non-conformists. The most notorious of these was Anton LaVey, who founded the Church of Satan. This article reviews LaVey’s approach to the figure of Satan, some of the rituals and symbolisms associated with this movement, and the way LaVey used Satan as a way to represent his particular philosophical views.

Key Words: Satanism,  Anton Lavey, Church of  Satan, Devil"
10.17759/langt.2017040401,Basics of Spirituality and Popular Philosophy of Rutul,The article deals with the philosophical foundations of the spiritual life of the Rutul. Rutuli - one of the peoples that make up the Caucasian Albania. The article analyzes the experiments of medieval Rutulian scholars on their spiritual improvement for the first time.
10.17759/langt.2018050309,"Cultural Person as a Result of the Education. From the History of the Domestic Philosophy of Education: V.V. Rozanov, S.I. Gessen, E.V. Il’enkov","The system of the education is one of the fundamental social institute which is invoked providing not only the transfer of knowledge but also the continuity and the stability of the social development. After several decades of the constant reforming Russian system of the education haven’t been adapted to the new reality of the informational civilization, neither it has achieved the harmonization between that reality and traditional values of the Russian culture. There are some trends and mental attitudes which can be traced in the history of Russian philosophical thought and can be counterposed to above-mentioned negative tendencies. These trends have manifested itself in works of such different thinkers as V.V. Rozanov, S.I. Gessen and E.V. Il’enkov, who stay in a not numerous row of those Russian thinkers who paid special attention to philosophical-educational problems. This article is an attempt to outline the domestic tradition of philosophy of education which can withstand to instrumentalist and utilitarian trends of the modern education. It is demonstrated that despite some different philosophical premises above-mentioned thinkers articulated some comparable purposes of the education – ideas of “transformation of the natural man to the cultural person” (V.V. Rozanov), “the conversion of the life to the cultural existence” (S.I. Gessen), “the formation of the totally developed person” (E.V. Il’enkov). There will be an attempt to show that the Russian thinker’s philosophical-educational conceptions not only are of historical interest but also have the potential to be an important conceptual resource for the development of the contemporary Russian society."
10.5422/fordham/9780823273669.001.0001,"Heidegger, Philosophy, and Politics","In February of 1988, philosophers Hans-Georg Gadamer, Jacques Derrida, and Philippe Lacoue-Labarthe came together in Heidelberg before a large audience to discuss the philosophical and political implications of Martin Heidegger’s thought. This event took place in the very amphitheater in which, more than fifty years earlier, Heidegger, as Rector of the University of Freiburg and a member of the Nazi Party, had given a speech entitled “The University in the New Reich.” Heidegger’s involvement in Nazism has always been, and will remain, an indelible scandal, but what is its real relation to his work and thought? And what are the responsibilities of those who read this work, who analyze and elaborate this thought? Conversely, what is at stake in the wholesale dismissal of this important but compromised twentieth-century philosopher? In 1988, in the wake of the publication of Victor Farias’s Heidegger and Nazism, and of the heated debates that ensued, these questions had become more pressing than ever. The reflections presented by three of the most prominent of Heidegger’s readers, improvised in French and transcribed here, were an attempt to approach these questions before a broad public, but with a depth of knowledge and a complex sense of the questions at issue that were often lacking in the press at the time."
10.5422/fordham/9780823275977.001.0001,Kant on the Frontier,"Frontier: the border between two countries; the limits of civilization; the bounds of established knowledge; a new field of activity. At a time when all frontiers (borders, boundaries, margins, limits) are being—often violently—challenged, erased or reinforced, it might be a matter of urgency to take up and rethink the very concept of frontier itself. But is there even such a concept, to be found or constructed? That is what this book begins to cast into doubt, on the basis of a reading of Kant, for whom the frontier turns out to be both the very element of his thought and the permanent frustration of his conceptuality. Following what Kant himself would call this “guiding thread,” first in the “political” writings and then in the still little-read “Critique of teleological judgment,” I try to bring out a complex, abyssal, fractal structure, which always leaves a residue of nature—violence—in every frontier (including conceptual frontiers), and which complicates Kant’s most explicit, most rational arguments (which always tend towards cosmopolitanism and so-called perpetual peace) by adding to them an element of reticence or interruption. As it turns out that there can be perpetual peace only in death, we must interrupt the teleological movement that always might take us there, we must maintain some frontiers (and therefore a certain violence) in the very place where everything led us to believe that we should hope for their pacific disappearance, if only in the infinite perspective of the Idea of Reason. Neither critique of Kant nor return to Kant, this book also proposes a new reflection on philosophical reading, for which thinking the frontier is both an essential resource and the recurrent, fruitful, interruption."
10.5422/fordham/9780823277599.001.0001,Expectation,"This book is a major volume of the author's writings on literature, written across three decades but, for the most part, previously unavailable in English. More substantial than literary criticism, these essays collectively negotiate literature's relation to philosophy. The author pursues such questions as literature's claims to truth, the status of narrative, the relation of poetry and prose, and the unity of a book or of a text, and addresses a number of major European writers, including Dante, Sterne, Rousseau, Hölderlin, Proust, Joyce, and Blanchot. The final section offers a number of impressive pieces by the author that completely merge concerns for philosophy and literature and philosophy-as-literature. These include a lengthy parody of Valéry's “La Jeune Parque,” several original poems by the author, and a beautiful prose-poetic discourse on an installation by Italian artist Claudio Parmiggiani that incorporates the Faust theme. The book constitutes the most substantial statement to date by one of today's leading philosophers on a discipline that has been central to his work across his career."
10.5422/fordham/9780823279500.001.0001,Eco-Deconstruction,"This book launches a new mode of philosophical and ethical reflection with respect to the challenges posed by the degradation of the natural environment. While the work of French philosopher Jacques Derrida (1930–2004), with its relentless interrogation of the anthropocentric metaphysics of presence, has already proven highly influential in posthumanism and animal studies, the present volume builds on these insights in addressing the most pressing environmental issues of our time. The volume brings together fifteen scholars from a wide variety of related fields, including eco-phenomenology, eco-hermeneutics, new materialism, posthumanism, animal studies, science and technology studies, environmental humanities, eco-criticism, earth art, and analytic environmental ethics. Overall, eco-deconstruction offers an account of differential relationality explored in an ecological context, both quasi-ontologically and quasi-normatively, with attention to diagnosing our times. Accordingly, the book is divided into four sections—Diagnosing the Present, which suggests that our times are marked by a flattened-out understanding of time and thus in need of deconstructive dispositions; Ecologies, which mobilizes the spectral ontology of deconstruction to argue for the constitutive ecological embeddedness of mortal life; Nuclear and Other Biodegradabilities, in which contributors reflect on the remains and by-products of human culture, including nuclear waste and species extinctions; and Environmental Ethics, which uncovers a demand for justice that emerges as a response to original differentiation and the mortality and alterity it installs in living beings. As such, the book may resonate with readers not only in philosophy, but across the humanities and the social and natural sciences."
10.5422/fordham/9780823270408.003.0002,Philosophy to Its Limit,"This chapter argues that in doing “philosophy to its limit” there will always be the residue of the body as there will be a Chaos and Tohu-Bohu. So, we can head toward the limit of the phenomenon as we make our way to the threshold of a bodying life capable of engendering what is in our true humanity. Paul Ricoeur underlines that “each work responds to a determinate challenge”—a notion that could very well describe the relation to the author's previous books of what he undertakes here. “And what connects it to its predecessors seems to be less the steady development of a unique project than the acknowledgement of a residue left over by the previous work, a residue which gives rise in turn to a new challenge”."
10.5422/fordham/9780823273010.003.0005,Heidegger and Kierkegaard,"First published in 1932/1933, Wahl’s article laid the groundwork for the anthropological, humanist reading of Heidegger by showing how Heidegger’s philosophy must be seen as an attempt to ontologize and secularize Kierkegaard’s more religiously-tinged thought. At the same time, and thanks precisely to Heidegger’s philosophy, it revealed that Kierkegaard was a serious philosophical thinker in his own right. Wahl’s essay also stands out for being at once a succinct, admirable overview of Heidegger’s early philosophy and a penetrating critique of issues still debated by Heidegger scholars today. Finally, in characteristic style, we see Wahl bringing thinkers into dialogue over the most fundamental issues. In this essay alone, there are more than just passing remarks on Nietzsche, Jaspers, Bergson, and Hegel."
10.5422/fordham/9780823273010.003.0006,The Problem of Choice,"First published in 1934 in Revue de Métaphysique et de Morale and later republished with minor revisions in Études kierkegaardiennes, this extended discussion of Karl Jaspers’s three-volume Philosophie (1932) was among the first to address Jaspers’s work in France. While ranging widely over Jaspers’s three volumes, this essay is also strangely personal, addressing those topics in Jaspers’s work that most matter to Wahl: the question of choice, being in a situation, the limited, fragmented, and tragic character of existence. Wahl makes a point of drawing a distinction, one not always recognized, between philosophers of existence like Jaspers and Heidegger and existential philosophers like Kierkegaard and Nietzsche. While not always agreeing with Jaspers, Wahl nevertheless recognizes that Jaspers’s thought is “situated in a place where some of the most eternal and most real philosophical problems are located.”"
10.5422/fordham/9780823277599.003.0003,"“One day, the gods withdraw …”: (Literature/Philosophy: in-between)","One day, the gods withdraw. Of their own volition, they withdraw their divinity, which is to say, their presence. They won’t simply leave, they won’t go somewhere else, they’ll withdraw from their own presence—they’ll disappear within it.
               What remains of their presence is what remains of all presence whenever it has vanished—there remains what can be said about it. What can be said about it is what remains when we can no longer address it: cannot speak to it or touch it or observe it, nor offer it a present...."
10.1891/jcop.17.3.211.52536,Science and Philosophy: Comparison of Cognitive Therapy and Rational Emotive Behavior Therapy,"Aaron T. Beck’s Cognitive Therapy (CT) and Albert Ellis’ Rational Emotive Behavior Therapy (REBT) are compared. A major difference between these therapies is that CT is an empirically based therapy and REBT is philosophically based. The origins and subsequent development of the therapies are reviewed with this difference highlighted. Comparisons between CT and REBT practice are made regarding attitudes toward client beliefs, use of guided discovery, types of cognition addressed, and the nature of the client-therapist relationship. The scientific foundations of CT are summarized in terms of the specificity of its conceptual models, the construction of targeted treatment protocols, and empirical findings that support both CT conceptualizations and treatments."
10.31425/0042-8795-2018-5-282-297,The Private Memoirs and Confessions of a Justified Sinner by James Hogg. <i> An English gothic novel in the context of moral philosophy<i>,"The article is concerned with the unique ethical and aesthetic features of gothic fiction between the 18th and 19th centuries, and its representation in James Hogg’s novel The Private Memoirs and Confessions of a Justified Sinner. Lofty ideals in the novels by A. Radcliff, M. G. Lewis, and C. Maturin often showed strong ties with moral philosophy (its concepts of benevolence, sin as the opposite of freedom, and sense and sensibility as the sources of virtue), permeating 18th-century discussions about morality along with reflections on the elevated and the picturesque. On the artistic plane of the gothic novel, these ideas create two principal oppositions, corresponding to ethical and aesthetic levels: ‘the natural and the unnatural’, and ‘freedom and non-freedom’. They are also present in Hogg’s novel, although represented in a different way. While the ‘natural/unnatural’ dichotomy is mostly a matter of changing the angle for the story’s perception (so that the reader might follow the events from the viewpoint of the pursuer rather than the pursued), though not without interesting aesthetic derivatives, the ‘freedom/non-freedom’ opposition marks a more modern aesthetical transition from the outside world to a fictional one."
10.12987/yale/9780300175233.003.0004,Roman Philosophy and the Jews,"This chapter details how Philo integrates the Jews into his philosophical treatises, which are of lively interest in Rome, where they had been discussed since Cicero. The Jews are moreover inscribed into contemporary discourses and presented as philosophers who live by both their ancestral tradition and the values of Roman Stoicism. The Jews are distinguished now from the Greeks and described by Roman notions. Indeed, Philo has speedily integrated into Roman culture, which he encountered during the embassy, and shown an exceptional intellectual curiosity. Philo's achievement is impressive, as he offers the first extant Roman interpretation of Judaism. Moreover, Philo's philosophy in his later treatises has implications for early Christianity, which turns in the mid-second century to philosophy in a Roman mode."
10.12987/yale/9780300196511.003.0003,Franz Boas in Africana Philosophy,"This chapter discusses how Franz Boas's contributions to Africana thought make him an Africana thinker. Boas's arguments ultimately showed the error in making whites the standard for all other groups. While European societies produced their standards of how to live as a human being, the error is to conclude that theirs were and continue to be the standards or, worse, the only ones. In stream with many Africana thinkers, Boas addressed the question of whether people rendered homeless in the world that created them “belong,” so to speak, to the story of humankind. Although they were rejected by European modernity, there was no legitimate reason for them to be denied their membership in the human community. Boas's historicism was, in other words, a form of redemptive history, one linked to a conception of freedom as also a portrait of belonging."
10.2307/2939045,Rawls's “Political” Philosophy and American Democracy.,"John Rawls has recently argued that political philosophy can significantly contribute to making democratic societies stable. He seeks moral principles that can ground what he calls anoverlapping consensusand argues that his well-known principles of justice can serve in this capacity. I criticize both Rawls's general claims about the role of political philosophy and his particular defense of the principles of justice. Both arguments commit Rawls to specific empirical claims about existing liberal societies that are highly questionable. In particular, the Kantian moral views that Rawls believes to be central to liberal culture are controverted by extensive empirical research on the actual beliefs of liberal citizens. Despite the problems with Rawls's arguments, I suggest that a rather different overlapping consensus appears to contribute to stable democracies. This centers on support of the political system rather than more substantive moral principles."
10.21313/hawaii/9780824858780.001.0001,Women and Buddhist Philosophy,"How and why do women engage with Buddhist philosophy? This is the fundamental question that Women and Buddhist Philosophy: Engaging Zen Master Kim Iryŏp proposes to answer through discussions of Kim Iryŏp’s (1896–1971) life and philosophy. With her Christian background and feminist activist perspective, Kim Iryŏp offers a creative interpretation of Buddhist philosophy as a system of thought that engages with lived experience. Continuing to focus on gender discrimination, suffering, and discontent in the secular world, Iryŏp explores the Buddhist teaching of absolute equality, in which individuals are conceived as free beings with infinite capability. She employs Buddhism to answer her existential questions, including the scope of identity, the meaning of being human, and the ultimate value of existence. Moving beyond current Buddhist scholarship on gender, Women and Buddhist Philosophy asks whether women’s way of engaging with Buddhist philosophy, in particular, and philosophy, in general, differs essentially from the familiar patriarchal mode of philosophizing. The author claims that in Iryŏp’s engagement with Buddhist philosophy, the difference is visible and can be identified with narrative philosophy and lived experience, as opposed to abstraction and theorization. This distinction, the author suggests, is also applicable to the difference between Asian and Western philosophies."
10.21313/hawaii/9780824866617.001.0001,The Fractal Self,"“The Fractal Self” traces fresh insights on the evolution of the universe from the Big Bang to sociobiology and human culture. The book posits that on every scale, complex structure and function and ultimately life itself arose by virtue of the power of cooperation between self and other. Cooperation has proved a catalytic force for complexity from organic molecules to human affairs, and appears to oscillate with competition, as yin with yang. However, progressive complexity emerging from antecedent simplicity consistently has come from cooperation, writ large. This is a tendency in our universe that we have called the cooperative constant; cooperation appears to have held a small average edge over competition to engender richness and diversity in nature and culture. The book further explores the human potential of achieving a seminal state of being in the world as a fractal self: any person drawn to some walk-of-life, a vocation or avocation, and who begins to realize a seamless participatory ethos as a “natural” or an “adept.” With growing sensitivity, adaptation, understanding and expertise, this self tends to develop a capacity to foster creative complexity. Insights from primatology as well as ancient myth and philosophy, especially Daoism and Buddhism, enrich our understanding regarding the emergence of empathy and morality and their applications vis`a vis nature and society. The book concludes with a new definition of free will and a hopeful vision for Gaian sustainability as our species transcends tribalism and entrains itself in partnership with nature."
10.21313/hawaii/9780824858780.003.0008,A Life Lived,"Chapter 7 aims to identify the nature of women’s Buddhist philosophy. Iryŏp’s approach to Buddhism also directs us to different dimensions in which women encounter Buddhist philosophy, which is identified as narrative philosophy, philosophy of life, based on lived experience. By examining Kim Iryŏp’s life and philosophy as a paradigmatic example of women’s philosophy in connection with Buddhism, this chapter brings attention to the way women engage with Buddhism and philosophy and offers a way of philosophizing that challenges the male dominated and Western philosophy based mode of philosophizing."
10.1093/oso/9780198829294.003.0009,"Kant, Wolff, and the Method of Philosophy","Both in his pre-critical writings and in his critical works, Kant criticizes the Wolffian tradition for its use of the mathematical method in philosophy. The chapter argues that the apparent unambiguousness of this opposition between Kant and Wolff notwithstanding, the problem of ascertaining the relationship between Kant’s and Wolff’s methods in philosophy cannot be dismissed so quickly. Only a close consideration of Kant’s different remarks on Wolff’s approach and a comparison of the methods that Wolff and Kant actually used in philosophy can allow us to determine when Kant’s criticisms are justified and where the differences in their methodological proposals for philosophy actually lie. We see that Kant’s account of philosophical method in fact has some elements in common with the Wolffian paradigm, even though there are also relevant differences."
10.1093/oso/9780190844073.003.0006,Conspiracy Theories and Philosophy,"There has been a recent spate of academic work concerning these things called conspiracy theories. Part of that debate concerns the apparent irrationality of belief in conspiracy theories. I argue that what is missing in the literature is a fulsome analysis of how we define what counts as a conspiracy theory. It turns out that many of our working definitions of conspiracy theory are at odds with one another. The consequence of this definitional diversity is unfortunate for the academic project at large, as—as I will demonstrate—not all definitions of conspiracy theory turn out to be equal. Looking at a broadly representative set of contemporary academic work on conspiracy theories, I argue that we scholars of conspiracy theory often skew the results of our research programs by working with problematic definitions. This can be demonstrated by showing how often the problems associated with belief in conspiracy theories are the result of scholars working with—wittingly or unwittingly—definitions of what counts as a conspiracy theory that presuppose their irrationality. As such, much work on belief in conspiracy theories begs the question. However, there is an easy solution to this endemic problem: we can choose to work with a simple, non-pejorative definition—one which happens to be championed in philosophy—which, in turn, allows us to get to the heart of the question of whether belief in conspiracy theories is, in some sense, problematic."
10.1093/oso/9780190908904.003.0004,Philosophy of Motion,"This chapter provides a definition of the philosophy motion and a review of the history of the ontology of motion. It contrasts the ontology of motion with the ontology of becoming found in other theorists. It puts forward a definition and direction for a new ontology of motion. The philosophy of motion is defined as the analysis of phenomena across social, aesthetic, scientific, and ontological domains from the perspective of motion. The historical precursors of this ontology are discussed, and an abbreviated history of the main ideas and contributions of three major philosophers of motion (Lucretius, Marx, and Bergson) is provided."
10.1093/oso/9780198829690.003.0006,"Logic, Rhetoric, and Philosophy","This chapter examines the process by which Hobbes, in the 1630s and early 1640s, began to establish a strong contrast between eloquence on the one hand and the procedure he terms ‘logic’ on the other. It argues that the contrast did not involve a wholesale rejection of rhetoric, but was, rather, an attempt to point up the necessity for philosophical discovery of the new logic Hobbes was currently attempting to develop. There was, for Hobbes, nothing wrong with rhetoric as such; the problem lay in philosophy, which he saw as having failed to produce certain knowledge (scientia) because of its reliance on the procedures of rhetorical argumentation (in particular, the enthymeme). The chapter argues for the significance, in his philosophical development, of Hobbes’s search for certain knowledge of ethics through close study of Aristotle’s account of the passions in the second book of his Rhetoric."
10.1093/oso/9780198829690.001.0001,"Philosophy, Rhetoric, and Thomas Hobbes","Hobbes claimed to have founded the discipline of civil philosophy (political science). The claim did not go uncontested, and in recent years the relationship of philosophical reasoning to rhetorical persuasion in Hobbes’s work has become a significant area of discussion, as scholars attempt to align his disparaging remarks about rhetoric with his dazzling practice of it in works like Leviathan. The dominant view is that, having rejected an early commitment to humanism and with it rhetoric when he adopted the ‘scientific’ approach to philosophy in the late 1630s, Hobbes later came to re-embrace it, as an essential aid to or part of philosophy. This book proposes that Hobbes was, from first to last, dubious about the place of rhetoric in civil society, and came to see it as a pernicious presence within philosophy—a position from which he did not retreat. Through attention to his years as a country-house tutor, the book offers a fresh and expanded picture of Hobbes’s humanism. It examines his teaching, and his translation of Thucydides; traces the influence on him of Bacon, and establishes the range of his early natural historical and philosophical interests; and it demonstrates the distinctively Aristotelian character of his understanding of rhetoric. The book re-examines the new approach to philosophy Hobbes adopted at the end of the 1630s, clarifying the nature and scope of his concern about the contamination of philosophy and political life by the procedures of rhetorical argumentation. And it reconsiders the place of rhetoric in Leviathan."
10.1093/oso/9780190913151.003.0007,Science and Philosophy,"Contemporary analytic philosophy is dominated by metaphilosophical naturalism, the view that philosophy ought to be in some sense continuous with science. According to contemporary naturalists, we cannot study the nature of mind, knowledge, language, meaning, and reality without taking into account the results from physics, linguistics, and the cognitive sciences. This chapter examines Quine’s evolving views on the relation between science and philosophy in 1950s and 1960s. Scrutinizing both the development of and the external responses to Word and Object, it examines how Quine became increasingly aware of the metaphilosophical implications of the views he had first developed in the late 1940s and early 1950s. In the final sections, this chapter offers a detailed reconstruction of Quine’s decision to label his position “naturalism.”"
10.1093/oso/9780199609222.003.0002,What Political Philosophy Should Learn from Economics about Taxation,"The modern economics literature provides three approaches to the analysis of taxation: one focused on the optimal balancing of a variety of normative considerations, a second focused on the relationship between taxation and (democratic) political processes, and a third focused on the possibility of constitutional limitations on the power to tax. This chapter outlines each of these approaches before discussing their compatibility and their implications for a more general normative political philosophy of taxation. It is argued that any coherent account of taxation in political philosophy should account for its non-ideal nature and draw on elements of all three economic approaches."
10.1093/oso/9780198829294.001.0001,"Oxford Studies in Early Modern Philosophy, Volume VIII","
                  Oxford Studies in Early Modern Philosophy is an annual series, presenting a selection of the best current work in the history of early modern philosophy. It focuses on the seventeenth and eighteenth centuries—the extraordinary period of intellectual flourishing that begins, roughly, with Descartes and his contemporaries and ends with Kant. It also publishes work on thinkers or movements outside of that framework, provided they are important in illuminating early modern thought. The core of the subject matter is philosophy and its history. But the volume’s chapters reflect the fact that philosophy in the early modern period was much broader in its scope than it is currently taken to be and included a great deal of what now belongs to the natural sciences. Furthermore, philosophy in the period was closely connected with other disciplines, such as theology, and with larger questions of social, political, and religious history. Volume 8 includes chapters dedicated to a wide set of topics in the philosophies of Descartes, Hobbes, Spinoza, Locke, Leibniz, Wolff, and Kant."
10.7312/columbia/9780231171953.003.0008,A Petty Pedagogy?,"Haddad examines the work done by pedagogy in the Foucault-Derrida debate, and argue that it reflects and reinforces the differences between the two thinkers' understandings of philosophy and its teaching. Haddad begins with Derrida's Cogito essay, analyzing two key moments in which pedagogy appears. In the first, the famous introduction where Derrida reflects on having been a student of Foucault, a traditional conception of the teacher-student relation is advanced. This conception remains at work in the essay's second pedagogic moment, when Derrida reads Descartes' first Meditation as addressed to a naïve non-philosopher being inducted into the discipline. However, this relation is simultaneously called into question by the rest of Derrida's reading, since, even as he elevates the status of philosophy, he ends up implying that it resists being taught. This reflects, Haddad argues, Derrida's own ambiguous relation to philosophy as an academic discipline."
